sentiment,title
1,bleh x 5!
2,Arthur enters the story line!
1,Romance in Disguise
1,American TV in 1944? Heh-heh-heh!
1,"I am missing something, right?"
1,Good Film Bad Version
2,its okay
1,Aggressive Defense of Marriage
2,Simply Fantastic...
2,Another Great Book-To-Movie
2,Superb Sequel!
1,Star Trek: Gateways Book One - One Small Step
2,Life is just an edless waltz
1,GRAND
2,You Get What You Pay For
2,Eternal Truth
1,Torture
2,The Animal (Uncut Special Edition)
2,Schneider does it again!
2,Listen to it again
2,In My Opnion
1,boring!!!!
1,I only put 1 star so people would read this :-)
2,"The Two Towers, The best book ever!"
2,The Heart of ot All
2,Wonderful Storytelling. Worthy Tolkien Novel.
2,Ella and Louis
2,not so bad
1,crummy crummy crummy
1,Ouch This Movie Hurts
1,I wish no stars were an option
1,I had no other choice but to read this book.
2,good movie.
2,END OF ONE SERIES AND ACTUAL START OF ANOTHER
1,Don't waste your time or money
1,Not a good Kindle edition
2,Alice's BIG Adventures in Wonderland
1,Only Two Stars for the Penguin Edition
1,In the Rabbit Hole
1,get a magnifying glass
2,Not Just a Beloved Children's Book!
1,Where is the Looking Glass?
2,alice in wonderland
1,Too little technique too much speculation and opinion
2,Very Excellent
1,not the first choice
2,Great read!
2,Stan and Ollie in the Trenches
1,One of the worst movies I have ever seen
1,A let down
1,Slow and amateurish
1,boring
2,"A ""Must Have"" for college dorm rooms"
1,This guide sucks
1,piece of garbage
2,Had to send it back!
2,Good
1,Quality could be better
2,Best Music Video Ever!!!
1,wasted money
2,Desert Island Essential
1,IT HAS NOTHING TO DO ABOUT SPYING
1,"Poorly written love story, good spy story"
1,Poorly Written with Virtually No Story Line to Follow
2,Hilariously slanted look at history
1,Whatever you do don't waste your money on this movie
2,Keeps you laughing
1,Love Ella; didn't love this CD
2,Something's happening here....
1,Good as paper weight
1,does not live up to promise
1,More motivational than substantive
1,RCBS 130
1,Worst movie ever
1,The 39 Steps
1,BE CAREFUL - ONLY BUY CRITERION EDITION
1,Deep
1,Ugggg...
2,The Power in Metaphors
2,Beloved
1,Prysock vs. Harvey
2,great for what i do
2,Standard Breakfast
2,Good Stuff
2,Almost perfect Batman book
1,should have gone with another flavor
1,Not worth watching--nothing Keaton put out really is and maybe never was
2,it works
2,Three women reflect on sandplay
1,Good product bad deal
1,Didnt work for me
1,"DOES NOT WORK, DON'T WASTE YOUR MONEY"
2,Safer pantry pest trap
1,Safer moth traps no longer work
1,Safer Pantry Pest Trap
2,Works but don't depend on it to rid the moths
1,Did not do the job
1,This product does not seem to be working!
2,Pantry moths and larvae
2,"So far, so good... but found elsewhere for less $$$!"
1,A dancer
2,Nina the Torch Chanteuse--Highly Recommended
1,"If only I could vote ""0 Stars"""
1,I don't know anyone in this book!
2,mexican way
1,"Not DTS, Not even a good picture"
1,could have been better
2,"Please, let get it right."
2,I blurted out laughing so many times!! Mama Ruby is Madea
2,Pam's Opinion on The Upper Room
2,**** EXCELLENT PAGE TURNER******
1,Returned. Way too specific for my needs.
1,"Smiley, Cheer Up!"
2,maximum WHO
2,"Bag It, a wake up call on plastics"
2,BRAVO! CHER!
2,We don't have Cher in Brazil
2,That's just how it is
1,"Cheap, unreliable."
1,Buy it from a department store
1,Misleading
2,Can't wait for his next book...
2,Wrong color sent
2,Not too seriously
2,A great book about a great pitcher!
2,Dying to have known DVD (Gerson Therapy)
1,Great service but . . .
2,Excellent analysis of Knowledge Management
1,What an unpleasant surprise ...
1,Why Isn't The 2009 Anniversary Edition Widescreen Format???
2,good slasher
2,It's the greatest book about AST I've ever read !
2,One of the best movies of all time
1,Did not know it did not download to your device.
1,Casablanca
2,Great movie!
2,"Great film, good DVD"
2,A movie fan's dream..film noir and romance combined.
1,How should I put this?
1,"If you love this film, don't buy this DVD."
2,Casablanca
2,I Bought this as a gift
1,fornication
2,Love this movie
2,A Package of Nostalgia
2,Fantastic old movie!
2,Hookah
2,I Love Steve Coogan...
2,beyound the sea of ice
2,Best Illustration book I could ever wish for..
2,Grill skillet
1,did not work
2,"Pretty, dainty, worth your penny, but..."
1,Too much revenge.
1,Not worth buying
2,Excellent Album
1,Not a bit of freshness to Horace Silver's masterwork!
1,Offset dialog screens
2,Great wave board
2,very fun
1,"fun, while it lasted...."
1,Cheap Plastic that Cracks from normal use
2,GIVES PEACE OF MIND
2,Learning can be fun!
2,Where to purchase this book (and PDF) online...
2,"So well written, I felt as if I was Vyry."
2,Loki does it again
2,Q-Copy Replacement Cartridge
1,Suck(s)
1,Directions are AWFUL
1,Pretty but lame
2,Really worth the price
1,KOSS is a terrible CD player
2,Great CD Player!
1,"1 pen, not 12."
2,One of my favorite movies
2,An excellant book for all ages and nationalities
2,Great IS and Bokeh
1,A Solid Lens with drawbacks
2,The Canon EF 70-300 mm IS is a GREAT lens for the price!!
2,great
2,Awesome Lens Great Price!!
2,Great lens
1,Over priced...
2,Makes Guero look thin....
1,a mulligan
1,Cumbersome and cheap
1,The Camera that wasn't
1,worst movie ever!!!!!!
2,Too Large
2,Better than the original
1,Good Product money wise but not Safe
2,"Very, Very Good CD......."
2,"Like the mat, love the length"
2,Very pleased
2,Victims No Longer
1,Unsatisfied
2,A MUST READ FOR EVERYONE!
2,gone with the wind
1,"A wannabe ""War & Peace."""
2,The Best Book Ever
2,Used but Good Book
1,It didn't work and spoilt my coffee maker as well
2,great gift for soon-to-be moms
1,.
1,Not for every taste.
1,Ended up not liking Bobby Fischer
2,A Good Sample
2,THE 1.33:1 ASPECT RATIO WAS HOW IT WAS INTENDED
2,Great collection for a film buff !
2,One of the greats...
1,The template
2,A great story
2,One of the top ten best films -EVER.
2,Unforgettable
2,And you thought kids watch teen movies!
2,The best movie ever made
2,Check the original aspect ratio nefore you complain...
1,didnt like it.
1,One of the most boring movies ever!
2,A Monument to the Writing Life
1,"CAREFUL: Cheap, yes. But these are low quality media"
1,"As a teacher, I found the ""sports coach"" tone distracting."
1,Disappointed
2,High on the list of movies that p**s off liberals
2,Great for Travelers
1,A Semi-Interesting Mess
2,"Love it or Hate it, It's Still Great Prose"
1,Not Believable
1,You have to love this book
1,Adobe InDesign CS2@work
2,This book is fantastic.
2,The Last Trail
1,not a novel
1,Ok
2,Real Samba
2,Price Hard To Beat
1,McLaughlin leaves us waiting
2,This Novel Is What Great Writing Is All About!!
2,One of the 5 Greatest Novels Ever Written
2,"A ""boring masterpiece"""
2,Steinbeck goodness
1,Plastic!
2,I work here. Trust me. It's the best thing ever written.
2,Please Reprint!
2,Go PATS!
2,Classic
1,"Nowadays, this is pure B-comedy!"
2,The best! I had to watch the last of it with the lights on!!
1,They Cropped out the Boobs
2,Absolutely Scary!
2,Best Slasher Film Ever!!
2,Best horror movie ive ever seen
2,An absolute masterpiece of Terror!!!
1,"Oh, please!!"
1,This sucks...
2,Nice but not what i expected
2,The Classic Horror Movie
2,The Begining of the best Horror Series Ever!
2,A Must Have For Every Horror Buff
1,Poor DVD transfer
1,"""Kane Hodder should have played Michael..."""
1,Utterly Ridiculous
2,Halloween Blu-Ray
1,Where's the ending?
2,Grandmothers life
2,Look at life from one womens perspective.
2,Letter from a Woman Homesteader
1,lois
2,Water wings
2,"Great price, great taste"
2,Very interesting
2,Excellent
2,Forgotten movie
2,A Good Story
1,Redemption
2,This is a gripping epic that leaves one filled with emotion
2,Superb collection of short stories about southern life.
2,Nice Fit
1,A Student Perspective
2,Good Read
2,Doesn't get any better!
2,They are amazing
1,Don't bother
1,Short Lifespan
1,"Poorly crafted, no noticeable affects."
1,it broke
1,Complete piece of garbage
2,Works like a charm...
2,Targus Chill Pad
1,Stopped working after only 2 months of having it
1,Don't buy Targus products!!!
1,Wobbly
1,bad connection soon after purchase
1,Didn't know it was so noisy.
2,Cool Air From the Chill Pad
1,Horrible!
2,useful product
1,worked for a week
1,bad connection
1,OKay but not long lasting and loud
1,Power Cord issues after a few months
1,WORST COOLING PRODUCTS EVER!!
1,actual product model delivered is not of the pictured shown on amazon
1,The USB cable is a piece of crap
1,Cheap quality
1,better than nothing@
1,POS - and that does not mean point of sale!!
1,Decent while it lasts
1,Great for first 3 months....then quit working.
1,Plastic and cheap
1,Didnt get the one in the main picture!!!!
1,Not what it seems
2,good book
1,Disappointing device
1,FreeSpeak 250 - Not That Great
2,best purchase
2,Very good camera.
1,Panasonic Lumix
1,Lacks quality great concept!
1,After 1 month pump does not work.
2,This is a wonderful book
2,"Very, very impressed"
2,Golly.
1,"Perfect in the beginning, Nightmare in the end."
2,power washer
1,Really inappropriate
1,Sex and nudity in the city of gambling
2,Elizabeth Berkley is a babe!
2,A big slice of cheesecake
2,hey hey hey what is going on here?
2,"Highly Underrated, The Plan 9 From Outer Space Of Our Time"
1,TRASHY
1,This is by Thrustmaster!?
1,"Arcade OK, but simply not up to standards for simulations!"
2,Good But with a few flaws
2,A Tragic story
2,A True Account of Lethal Deception for Profit
2,Pioneer Families of eastern and southeatern Kentucky
2,Unparalled story craftmanship
1,Low Quality Filter
1,Beware-- shipping ruins these planters.
1,Okay
1,Easily the worst movie ever!
2,Daughter's now part of the airsoft games
2,Neanderthal Man
1,Item is Not as Described!
1,One of my least favorite Nora books......
1,Old and Tired
1,Dorf
1,Not Socrates Cafe.
1,Do Not Buy
1,Waste of money
1,A ridiculous waste of paper!
2,Even an avid suspense fan won't foresee the surprise ending!
1,What is on the tape?
1,Disappointed
1,Kind of junky
1,Bailamos all the way.
2,MARIETH DAVILA.
2,Bailamos: Me gusta mucho
2,Great
1,The names of this book's reviewers seem fake ...
2,A MUST READ FOR EVERY VOTER THIS FALL
1,"sadly, a shoddy work"
2,"NICE,AWSOME,COOL SHOTS."
2,"Terrific, Magical, spellbounding,left me speachless"
1,Many Miles Away..a tribute to The Police
2,Tells you what it really means to let go!
1,Ok
2,Life doesn't always go as we want. This might help.
1,The worst proofed book in the universe
1,BORING
2,Good educational supplement
1,Cheaper Than It Looks - Cheaper Than It Costs
1,magnetic spice rack
2,My son loves this hat!
2,Beautiful and Practical
2,I'll Be Watching You
2,Absolutely essential to your collection!
2,Very good value and performance!
1,?????This Game is confusing and stupid?????
2,Great Game
2,"I would give it five, but..."
1,Not worth my time
2,Great for different types of beds
1,DUST RUFFLE
2,The dark side of the river is revealed.
1,Needs better editing- mistakes found
1,Give me a break!
1,Kiss it Off
1,POOR SOUND
1,Not all that great...
2,Gift of the Red Bird
2,Cristo Vive
2,"Right Place, Right Time"
2,Another Great Novel by Peter David
1,Disappointed
1,Ruby Slippers Shoe Covers
1,Cute but Not durable
1,Formulative
2,human growth master mind group
2,I just love it.
2,sultry...blissful...awesome
1,Useless don't waste your money
1,O'really..
1,VERY MISLEADING!!!!
1,Some inappropriate moments for family viewing
2,Adorable movie you'll be surprised how much you love!
1,Horrible movie!
2,Gnomep & Juliet was GREAT!!
2,Volume 3
2,Brilliant Rowan Atkinson
2,where did it go
1,Driller Killer
1,Moto-X
2,Great reference
1,Huge pills impossible to swallow
1,I didn't receive the product ....
1,William J. Hennessey's Modern Furnishings for the Home
2,Jimmie Johnson Cooler
1,Not the same color as on the detail page!
2,A Glowing reiview of a classic band.
1,The best worse zombie movie of recent memory..
2,Useful
2,Tripp Lite TMC
1,Was sent a used item
1,Good-looking but poor performance
1,"Great idea, poor performance"
1,Expensive Piece Of Junk!!
1,crosley crap
1,Junk-Save Your Money
1,"Crosley recoreders are junk ""DO NOT BUY THEM"""
1,CROSLEY CR248 SONGWRITER CD RECORDER
2,Very funny movie
1,What's the Big Deal?
2,The funniest movie I have ever seen!
2,Great for those who understand the comedy
1,What an appalling movie !
2,Loved it
1,Cat
2,I have never laughed so hard at any movie.
1,What a stupid movie!
1,Funny.
1,There's something about Mary--Something foul about Mary!
1,What are they thinking??
1,There's nothing about mary....
2,Classic
2,A classic tale with Amazingly beautiful artwork
2,night before chtistmas
1,Text without pictures.
1,Poor quality
1,Book's animotion is barely viewable.
1,Don't buy it for the pictures... there aren't any!
2,Great book
1,Not great on Kindle
2,Must have for Colorado vacation!
2,Awesome Book!
1,Warning: does not cover Websphere 4.0!
1,"This is a remarketed title in wave of the recent ""Eye"" craze."
2,No whack trax on dis disc!
1,this guy's the worst.........
2,Masterpiece
1,shipper sent me wrong cd then did not respond to emails
1,Very disappointing
2,Cute
1,Rip-Off
2,Yoga is such a wonderful tool for children
2,AN ANGEL SENT DOWN FROM HEAVEN
2,Pretty Cool
2,"Wheel of Time keeps on turning, and surprising"
2,A good book but Jordan is starting to slip.
2,TFOH-- two thumbs up
2,Great series
2,A step up from Shadow Rising
2,Much improved
1,Dream is NOT a delirium
1,"A different, lesser, Sayers"
1,terrible adaptation of.........
2,Ideas for Language Arts Instruction
2,New insight
2,A real suprise find at my public library
1,The thing is huge. Too huge for a car. Put on your 18 wheeler!
1,"good for 101 courses, not for real scholars"
1,Gagged
2,My second favourite Vonnegut!
2,Awesome. And so on.
1,A Waste of Time
2,Vonnegut's funniest book
2,"A Giddy, Existential Delight"
1,Mixing totally different languages and cultures
1,I didn't like it.
2,Best sub drama of all times
2,Absolutely wonderful!
1,Do NOT buy from this seller!
1,Terrible Picture Quality
1,Horrible Video Quality
1,"Film 5 stars, Bluray qualtiy 1 star. Film's DVD is far better."
2,Exciting!
1,Do not buy this!
2,The Hunt for Red October
1,Not As Advertised
1,Shallow and boring!
1,Bridgmans Books
2,A Personal Note From the Author . . .
2,Geek Humour at it's best
2,Very good book I ever read
1,Not her best work
1,don't waste your $!
2,Monster Book
2,Space by Andrew Chaikin
1,Lacking high level details
2,Elvid - That's the Way it Is
2,must have elvis edition
2,That's The Way It Is
1,LOOKS LIKE CHEAP BOOTLEG
1,I want my money back from Time Warner
2,DVD Elvis Thats The Way It Is
2,Disappointing
1,Pretentious and Too self-involved.
1,3 Things about Yellow Dog
1,"Finish it, then forget it"
2,Captain Jack's woman
1,weak effort
1,Poorly written and ill-organised
1,Online docs will do...
1,Poorly organized and the butterthlies is a terrible choice.
1,Only a synopsis of info already out there
1,It's all uphill from here.
1,I need something better
2,Somewhat helpful.
1,Best of Bobby Rydell
1,rating Of 1 Not For Bobby Rydell But For This CD.
1,Rydell Remastered
1,"No focus, every bit for every body"
1,My least favorite Swedish Beauty lotion
2,Great Book But Buy the Infinity Reprint Instead
2,What they promised is what I got
1,"1 marker, not 12."
2,Good movie!
2,You never really know someone
1,Ho-hum
2,FATAL ATTRACTION INTRIGUE
2,"Thrilling, Malevolent, and Brilliant"
1,Average Re-Thread but good storyline
2,by a reader/writer.
2,Great Cat
2,Great reading regarding Waterloo
2,The best book on World Class Manufacturing
1,Too little useful information
2,mormonism for dummies
1,Worst Possible Book on Mormonism
2,Hmmm...
1,A Natural Disaster
1,Awful! Don't waist your money
1,Amateurish disappointment on a major league level
2,Good book for a new developer
1,"Every time i S@#T, this is pretty much what it sounds like."
1,not a good book to start with
2,Unusual and surprising read
2,Great for Heels
1,Hope springs eternal
1,dissappointing
1,Battery Life
2,Great advices.
2,great
2,Hollywood action with heavy drama (4.5*)
2,The first movie to actually Shock me!
2,CARLIN...THE CAPTAIN OF COMEDY
1,Only 1/2 the lights worked
1,Blu Ray ok movie was not
1,ThE NoThInG
2,This movie brings you to a world of woderful imagination.
2,DVD
1,movie
1,"TERRIBLE job, Warner Home Video!!"
1,nonononononononononononononono
1,Zero stars. Please don't buy this.
2,Talk about a classic...this is definately one!
2,This book is good on what it hits.
1,Mesmerizingly Dull
2,Please book the 1st flight to Anguilla!
1,Never mind
1,Too gaudy
2,catchy story!!
2,Fantastic book - and more!
1,The Princess Bride 1st (first) edition Text Only
2,I love this book!!
2,The BEST book ever written!
2,Who are you people?
2,"That rare thing, a hard-to-find cult book that made it big"
2,"An all-time favorite, read the book, watch the movie"
1,"For once, the movie was better than the book"
2,GREAT READ!
1,"I liked the real book, but the abridgement leaves stuff out."
1,Not really...
1,The Princess Bride by William Goldman
2,Book club
2,"Always an adventure,the first time or the fiftieth"
2,Did the Trick
1,I don't know what shape person this is supposed to fit...
2,Nice
1,Good songs but technically flawed recording.
1,"Too big, too small."
2,A tragic tale
1,A great book... in its time. Check out the 2nd edition.
2,great
2,great movies
2,Good movies
2,Even if you know how to write a Complier over the weekend...
2,Great product! It is 614
2,Why make it from scratch??
2,A lot of fun
2,could be cheaper
1,Forget the storage case
2,HTC PM7000 Portamate Miter Saw & Power Tool Work Center
2,AWESOME
1,Way to floral
1,Clichéd
1,Paradise Lost
2,Ready for something different ?
2,High Quality Bag
2,"This completes the Kindle ""Nuala Ann"" Collection!"
2,"As good as ""Gold"""
1,Junk
2,awesome.
1,Viewer BEWARE! This is not a Horror Movie or even a good movie for that matter
1,Started interesting
2,Warming to the cause
2,Not as great but still very good
2,Jordan takes off
2,Roads To Koktebel was ANOTHER great Art House Film
1,Lame
1,Como arreglarlo
2,wonderful toy for preschoolers
1,Makes too much noise!
2,This Diverter Draws Attention
1,What a disapointment :(
2,Vermeer's Genius Revealed To All
1,A Great Disappointment
2,WHAT?
2,great shipper!
2,Out of Exile
2,Wife loves it... which makes me happy
1,Disappointing!
1,Aikido is not a sport
2,A really good young song writter
1,meh just buy the whole album
1,worthless
1,Yawn...
2,What are the critics thinking?
1,Don't waste your time
1,How disappointed can a Book Club be?
1,Dumb.
1,Silly story
2,Christmas Would Be Just Another Day without Brenda Lee!
2,Obsessed
2,Great series!
2,Dexter Blu-Ray
2,The series that keeps you coming back for more!
2,The best TV show ever
2,Love Dexter
1,Just not getting it
1,Broke my kindle.
2,Tale of Two Cities - Baltimore / Indianapolis
1,ONLY 20 MIN LONG! NOT A REAL MOVIE
2,Overall Very Good
2,fleece bone pillow
1,Uncomfortable
1,The 8th Man episode is incomplete
1,Customer service
2,An exciting ride!
2,Another winner
1,Misleading material
1,"Uh uh, son."
1,Big Let-Down
1,Mostly disappointing
2,Farm Torch
2,Fiesta Napkins
1,"Price increase, not good for business"
2,Art and Pharmaceuticals
2,Great!! a must buy if you are going to pass
1,The manga is better.
1,KIMERA is and anime joke!
2,Woolf's last novel
2,Pretty good.
1,"Doesn't compare to the first ""Teenage Soul"" book"
2,"Sad, sad, sad!"
2,A paper best-friend
2,Almost better than the first book!
2,Nothing lacking
2,I love Willie.
1,Bummer
1,Don't bother with this brand
1,Couldn't watch
1,RoboHelp 2000 for HTML Help
2,Underappreciated WWII fiction of Panzer Grenadiers on the Eastern Front
1,Collapse by Jared Diamond
1,Pretty Basic
2,Five ways Civilizations Die - We are working on it
1,Surprised at how bad this was
1,Plates missing from the Kindle edition
2,"Important, but challenging reading"
1,"Interesting, but Halting"
1,A lot of phaff and only directX 5.2
1,Chasing Ghosts from an Invented Past
1,Disappointing!
2,TO COMPLETE YOUR GIORDANO COLLECTION
2,cannabis growing
2,5 Stars
1,New York Times Crossword Puzzle Dictionary
2,The best product for crosswords.
1,Disappointing
2,EMDR
2,"Nice, Barely Used Cookbook"
1,For Programming Novices Only
2,Never an IPOD believer..now I'm sold
,
2,ipod nano 4gb-white
2,It's an iPod --- what more do you say?
1,Won't work with Windows
1,No customising!
2,A National Treasure
1,Disappointing!
2,Comfort food and reading...
1,It had it's good moments
2,A thrilling life size novel.
2,An Exciting Read
2,Extraordinary!
1,It's all down hill from the Poisonwood Bible.
1,"Asimple REVIEW of us, ROger Ling, RAymond Gao,& Jonathan Bau"
1,H8ted it
2,AN ENJOYABLE READ
1,A very disappointing read.
1,"Interesting, but poorly explained technique"
1,Don't Waste Your Money
1,Entertaining but not enough details
1,hope for the stupid
1,One of the VERY WORST!
1,False advertising - avoid
2,One of many great anime
2,"A Must Have, Indeed"
2,Great...
1,WHY??!WHY?!?!WHY?!?!
1,Definitely not Carpenter's best..
2,Come on....it wasn't that bad.
1,0 STARS: Los Feces
1,Dont quit your day job...
1,Justin and the Best Biscuits in the WorldJP
2,Justin and the Best Biscuits in the WorldEF
1,"great music, bad video"
1,Not for those just starting ms sql server or ms in general
2,Strange and wonderful
1,Ideal for the Web developer new to the Microsoft tool set...
2,Baking Book That Takes The Cake!!!
1,Magical shrinking leggings
1,Big Fail
1,Shrunk and See Through
2,Works for Me!
2,Egg shaper
2,WE WERE SOLDIERS
1,Misleading
1,Excellent movie but very poor soundtrack album
2,I LOVE this book!
2,A real gem
2,"This album is a ""OASIS"" for kitaro-fans !"
2,brilliance.
2,SCAN DISK SANSA MP3 PLAYER
1,The dreaded STP error
1,anything but an ipod
2,Great Value
1,OK if you ignore the FM abilities
1,I was very unhappy
2,Excellent tutorial to Python language.
2,still a good read
1,The Above Reviews are Phoney
2,Rodan you bet
1,You've got to be kidding!!!!!!!!!!!!
1,Subtitles? Original Japanese language track? Didn't think so
1,This book is not detailed enough.
2,Ironpants for the people
1,Not Nearly So Good As I Had Hoped
2,Insightful
2,"Catcher in the Rye, 20 years on..."
2,These are our children!
1,"so horrible we couldn't endure it, only lasted 4 mintues, so boring"
1,Hackneyed magic realism
2,Dali produces a little gem
1,Junk
2,Texas slice of life
1,Possibly the worst Godzilla film made
2,A Must read for students of all ages
2,Fantastic!
2,The Chosen:Understanding
1,Over Exaggerated!!
2,A superb story
2,a great example of the struggle for zionism in the 1940's
2,He reads very slowly
1,Ordered over a month ago and still haven't received it!!!
1,boring and waaaayyy too much detail
2,Good Entry HTPC case.
2,extra hanging space where you need it
2,Great device
2,best idea
2,"Up Down, Near far"
1,Disappointing
1,Big disappointment
1,Misleading Title
2,Interesting and informative.
2,Excellent work by a master.
2,Pretty Good
1,High speed adventures
2,Robert Frost
1,Grossly Outdated Material
2,A must have for the Godzilla collection...
2,Audio is underrated...
1,"Shallow coverage of servlets, may be of use for beginners"
2,100 Times Better Than Jason Hunter's book...
1,Who edited this thing?
2,Absolutely terrific ! 1
2,True Betrayals
1,Old map
2,Just what I needed
2,4-Wheel Drive Trails
1,disappointing and overpriced
2,This book is a must read for anyone
1,Avid true crime reader but;....
2,Fun
1,Horrible Printing
1,Low Quality Edition Full of Errors
1,Good book ruined by an incompetent publisher
1,Disappointing
1,"Great book, terrible publishing"
1,"Egregiously cheap, nasty, and overpriced edition of great book"
1,Misleading book
1,"It is NOT a starter kit, just a DVD!"
2,Previous reviewer reasonably unhappy
2,Blue Ray vs DVD
2,Off the Chain!
1,The longest plane trip ever
2,An Excellent Naval War; Strategy and Action Movie...
2,Good movie
1,Defective DVD
1,Zzzzzzzzzzzzzzzzzz
1,Damaged DVD
1,"A movie about blond hair, mostly"
1,Beautiful But Boring
2,"Good movie, better disc!"
2,"Top notch audio, video unimpressive and no extras"
2,For God and Country
1,Yuck
1,no go
1,Expect nothing and you may not be disappointed
1,most disappointing of any Crowe film...........
1,waste of time......
2,Good step by step guide
2,Outstanding
1,"ok, but there is a better LEX/YACC book"
2,An Almost Adequate Dvd II
1,"Good movie, but the DVD presentation falls short..."
1,Wannabe Beatles
2,"Admitted Oasis fan says ""Go buy this CD!"""
2,Classic Oasis is back
1,"Damn, this one was way too boring."
1,"Oh come, have some imagination people...."
1,Where's Liam?
2,Oasis is finally back!
1,what a waist of time
1,Boring Movie
1,Bad language alert
1,Then she found me.
1,helen hunt is like a piano with one key
2,Kind of Slow but Good Story
1,Bette Midler Saved This Movie From A One Star
1,Where's the comedy?
1,utter tripe
1,Imports are silly/don't buy it.
1,Awful
1,Hair: Its Power and Meaning....
1,Where's the heat?
1,This Book Doesn't Deliver
1,Lacks detail in Backup & Recovery Section
2,EXCELLENT
1,bleah
1,Only good if you know the program
1,the pill splittter did not work at all well the most important medication I needed to split (Coumadin)
2,"Boxes, Boxes and More Boxes, Oh My!"
2,Great Book
1,Publisher's Dream
1,A long series made seemingly endless with this book
2,Lord of Chaos
2,The definitive exploration of fantasy writing in our time.
1,This book may just make me quit reading this whole series
1,Never ending
1,"Great book, wrong Cover"
1,Yawn....
2,I don't understand people
2,Excellent purchase!
2,"Great Product, Great Customer Service!"
2,"""Dave"" video series"
1,This book is complicate and ugly
1,Not a reference book
2,"God's love, it's an awesome thing"
1,Not quite the Originals
1,Don't bother ordering these
1,Bought for Mercedes
2,Ray Ban Sunglasses
1,Confused look at ATL
1,There are better books than this
2,"We love it, however, . . ."
2,Simple - It's good to be me!
1,Another fake reality show
1,One of the least useful I've encountered!
1,ELP Goes POP - Lets Us All Down.
1,C++? I don't think so!
2,Very good book
1,too far fetched
2,LOVED IT TO THE END...
2,"God, in a new light"
2,Keeping Faith
2,Keeping Faith
2,Excellent book!!
2,so wonderful
2,always enjoy her books
2,a nice surprise!
2,Keeping Faith
2,keeping faith
1,Not a page turner
1,You have to like the heroine and I didn't
2,Great Book for Learning about TCP/IP !
2,A collection of one of the best comedies ever
1,"Fawlty Towers - The Complete Series, DVD"
2,Classic Cleese
2,Laughter is the best medicine
1,overRated!
2,Fawlty not Farty
2,BUY THIS TODAY!!
2,A must have.
1,dissapointing!
2,Oasis rockin'!
2,Oasis are generally good.
1,"Waste of paper. waste of plastic, and a waste of paper."
1,Modern Oasis is Rubbish
2,Love it even more!!!!
1,Could be so much better
1,Died... On a self-destruct logic board
1,Refurbished but not tested?
1,"Digital ""remastering"" is horrible"
1,Not worth the money
1,Not a well written book
2,Cassette? This is 2010. Where's the CD Version
2,Wonderful for the whole family
2,Pretty good reading
1,Absolute trash ...
1,Heavy Paperweight
1,Where is the real content?
1,WORST book I have come across in a LONG time....
1,Where are the examples?????
1,Useless
1,Advertising in a tech book?
2,Excellent book! Well written and full of great information.
2,Great XML Overview
2,Good transaction
2,Abduction to the Ninth Planet
1,Doesn't work with itouch
2,SPITTING NEARLY
2,Enjoyable BUT....
1,Coming out story made by straight people
2,"Great story, well told"
1,Worth the price and not a penny more
2,Triumph's Most Consistent
1,Complete waste of money!!!
2,R & B Season 5
2,good reference book
1,don't buy the kindle edition
2,Winter boot
2,Beats of the heart
1,You get what you pay for
2,Cool Watch
1,SHM CD version of Trilogy
1,"Not thorough, nor helpful"
2,WOW!!!!
1,Recipes lack imagination
2,Cookers for Dummies
1,For smart dummies
1,Not as good smelling as I thought.
1,Good for insomnia
1,waste of money
1,It didn't do Lord Soth justice!
2,Review of Village Centenary
2,Good Start for beginers
1,out of date
2,Cyclone Featuring the sexy Heather Thomas
2,In ol' Virginia
2,Great first watch
2,Please forgive me
1,Detoxifying.
1,"Jumping here, jumping there"
2,The feel GREAT docu of 2008
2,This book should not leave your desk...A very good reference
2,Banana Hammok
2,"Not just for bananas, anymore!"
2,Outstanding director
1,Save yourself! Don't see this hideous film!
2,Amazingly deep for its length
2,Live and hilarious but missing something.
1,Cheesy Heroes
2,safer replacement for traditional wax candle
1,Don't last
2,EXCELLENT FLICKERING LED CANDLES!
1,This was a disappointment
2,great book if you want to know the science behind Cryonics
1,Why is Amazon charging for Kindle version of this?
1,Where's the 3D?
1,One boys dream of flying and finding the girl of his dreams
1,Ultimate Writer's Cramp
1,Disappointing Quality and Content
1,This is definitely NOT ELP!
2,"It's Good; Not Sure if ""Superfast"" is the Word, Though..."
2,A very good reader
1,Where's the witty dialogue?
2,I Envy Lee Pulos
2,"A part of our history, A wonderful movie of all times..."
2,the reason we have 5 stars
1,i would have rated it higher if only I can watch it
2,1.33:1 Ratio
1,Not Wide-Screen Version
2,This is the greatest movie of the century....
2,One of the best movies of all time
2,What? No widescreen? Sacrilege!
1,Romantic Racism
1,"Awful, twice over!"
2,Gone With the Wind
2,Gone With the Wind is the BEST!!!!!!!!!!!!
1,boring
1,gone with the wind
2,most excellent
1,These books are terrible!
2,Wonderful!
2,For Maggie the Mod dog
1,Rabin Solo Album + Yes
2,Best Yet!
2,Amazing!
1,Doesnt work.
1,"DW may be better than MS-FrontPage, but ...."
2,Place in the woods
2,I keep going back to this book!
2,100 Stars!!!
1,Trying to be Cujo
1,Possibly the worst book ever about motorcycling
1,doesn't shoot
1,brothersjudddotcom barely recommends
1,What am I missing? I found the book dull and unsatisfying.
2,Emerson Lake & Palmer at the top of their game!
