,text,label
9294,"I acquired this film a couple of years ago and on trying to find some info about it I found that even the mighty IMDb didn't have it listed. That should have been all I needed to know.<br /><br />With Friends Like These is an anthology that plays like a collection of second rate Twilight Zone / Outer Limits episodes all linked together by a bus journey that never really seems to tie in with the rest of the film. Of the three stories, the only one that I gleaned any entertainment value from was the second episode in which a man (of sorts) grows out of the bacteria in a guys fridge. This episode wins points for a few spots of humour and it's bizarre premise. Other than that there is an episode with a talking car (bland and directionless) and an episode where a girl visits a very unique dating agency (my dog guessed the ending of this one).<br /><br />As has been mentioned in other comments, the 18 rating is entirely unwarranted. There is nothing to offend here. If you're after a good horror anthology check out Asylum or the Creepshow films instead.",0
8226,"Six months after high-school sprinter Laura dies during a race, a killer begins to murder the rest of the track team using a variety of sports equipment as weapons: that's the daft plot of early 80s slasher Graduation Day, a lacklustre addition to the genre that offers very little in the way of style, originality or decent gore.<br /><br />What it does deliver, however, are some stunningly awful musical interludes, a few familiar faces (including an early appearance from scream-queen Linnea Quigley), and a smattering of nudity (a prerequisite of any slasher movie!).<br /><br />So forget the death scenesthey're lame and rather bloodlessand instead enjoy the movie's more memorably crap elements: the rapid editing that can induce migraines and epileptic seizures; the roller disco, which is accompanied by a prolonged heavy rock song, ' Gangster Rock', as performed by the unforgettably awful Felony; an impromptu jamming session by the school's students; Christopher George hamming it up as chief red-herring Coach Michaels; and the cheesy music teacher who letches after his female students (who, for some reason, find him quite irresistible?!?!).<br /><br />Towards the end of the film, the action picks up a little, with the discovery of the slaughtered kids' bodies under the bleachers, and a quite twisted scene featuring Laura's corpse in her cap and gown, but it all comes way to late in the day to save this film from mediocrity.",0
10133,"This formulaic film (hero's girlfriend marries the villain) just didn't move along fast enough given some of the circumstances of the story. Scott seems too old in this one, and too many times his character turns away from decisive action, deflating the scenes. He responds to the deaths of some of his hands weakly; he escapes from Knox's gang by hiding in a full rain barrel; his escape to the high country and pursuit by John Russell seem superfluous, as does much of the film. The plot could have been tightened. <br /><br />High points of the film: seeing ""Tennessee"" Ernie Ford without a mustache singing ""Man in the Saddle""; Alfonso Bedoya's too brief scenes as a cook; the color photography of the high country, and the fight scene there with John Russell.",0
2096,"Yikes.<br /><br />I've seen quite a few bad movies in my days, a lot of them in the company of Mike, Tom, Crow and the others from MST3k. So was the case with this one as well and even though I found the movie in itself quite funny, it wouldn't have been nearly as fun without the MST3k commentary.<br /><br />The movie is a prime example of really bad movies coming out of Europe during the eighties. Horrible music, horrible acting, horrible plot (what little there is), horrible dialogue and really, really, REALLY, horrible editing. Cripes.<br /><br />This might be called a turkey if it weren't for the fact that it's not unique in any way whatsoever. It's pretty much the same kind of film that almost every italian hack of a director cranked out.<br /><br />So, try and get the MST3k version. It's a pretty fun episode with Mike and gang in quite good form.",0
663,"Northanger Abbey is not my favorite Jane Austen novel, but it has its charms. This movie doesn't. It has some of the same character names as the book, but the story is drastically altered, and the sweetest man in the whole Austen canon (unless Emma's Mr. Knightley gets pride of place) is made out to be a heartless and mercenary creep. One or two totally extraneous characters are introduced, and a palpable air of corseted perversion hangs over it all. I was so disappointed when I first saw it on its release in 1986; even today it ranks high on the list of films that disgrace the books on which they're based. Even Robert Hardy fans should give this one a wide berth. It has nothing, and I mean N-O-T-H-I-N-G, to recommend it.",0
8319,"It's schmaltzy, but then what else did you expect? The heroine is Cinderella's younger sister complete with wicked mother, sister, and brother-in-law; the hero (if you can call him that) is an ineffectual putz; and the rival love interests are full of melodramatic villainy.<br /><br />The cast, settings, and wardrobe were all very attractive, and I thought the actors did a superb job considering how weak the material was. The movie was prettily filmed and boasted a soundtrack that was carefully crafted to cue the viewer about what emotions he should be experiencing throughout. Megon McDonough sang sweetly and provided the film with some of its best moments.<br /><br />If you love Danielle Steel, you will love this film. If you love archetypal romance, you will love this film. I did not. I was able to sit through it, but it was close.",0
10216,"Ik know it is impossible to keep all details of a book in a movie. But this movie has changed nearly everything without any reason. Furthermore many changes have made the story illogical. A few examples: 1) in the movie ""Paul Renauld"" really meets Poriot before he dies (in the book Poirot only gets a letter), telling him he is afraid to be killed. This is completely stupid because if Renaulds plan would have succeeded, Poirot would have known that the dead man would not have been Renauld.(Poirot was in the morgue when Mrs Renauld identified the victim). 2) The movie has ""combined"" two persons into one! ""Cinderella"" has been removed by the movie. The girl Hastings falls in love with and the ex-girlfriend of Jack Renauld are one person in the movie! Why for god's sake? 3)Hastings finds the victims cause he is such a bad golf player. Totally unfunny and stupid. 4) The movie tells secrets much too early (for example at the very beginning). So you know things you shouldn't know. 5) The murderer gets shot at the end by a person who doesn't exists in the book. Perhaps because the person (""cinderella"") who stops the murderer does not exists in the movie. 6)The book is very complex. The movie takes only about 90 minutes. Sure it is difficult to include all the necessary details but it is impossible if you include stupid things which were not in the book and have no meaning (e.g. bicycle race).",0
1131,"I saw this movie previewed before something else I rented a while back...and it looked decent. I've seen some good stuff from Full Moon video, and thought it was worth a shot... Unfortunately, this was not good stuff.<br /><br />The story is about a possessed bed. A couple moves into a new apartment, discovers the bed, and odd things start happening. Odd things like the woman discovers kinky sex. And the man discovers kinky sex. And the woman draws pictures of kinky sex. And the man photographs kinky sex. And they both start having dreams about dead people having kinky sex. You'd think a movie with so much kinky sex would be good, right?<br /><br />Well.... No. The problem is that this is supposed to be a scary movie, or at least a thriller, and it just doesn't deliver. There is little tension, no suspense, and no fear. Aside from some troubling dreams and visions, there really isn't anything for this couple to be worried about. The whole movie is basically the two of them having these visions and playing around in bed. Sure, you get a monster fight at the end...and some bloodshed...but nothing spectacular... There's only one murder, and one good scare, and that's it.<br /><br />And the kinky sex? Don't get your hopes up (or anything else for that matter). Their idea of kinky sex is woman on top, fully clothed, trying to strangle her mate with a necktie. Not exactly my idea of a good time.",0
10024,"Did people expect ""Jurassic Park 3"" to be full of surprises? Not one moment of it is worth it. Many elements could easily scare people out of the movies...and it's not the dinos! Tea Leoni...I think she's a great actress, but I'm sorry to say that this time she reached the bottom line. I wonder if she happened to strain a vocal chord while shooting the movie....Laura Dern...she's ok, but why not be more noticeable in the movie, maybe exchange smart dialogs with Sam Neil. Alessandro Nivola - ""have you ever heard of something called facial expression? Fellings, emotions...""..he's got to work harder on that! Sam Neil, no big deal. The soundtrack...got to change that record, or you get tired of it. My applause goes to William H. Macy, a talented actor who I've never seen playing a bad role....unfortunately he can't save the movie, nor can the well computer-created dinosaurs.",0
3436,"I must, in light of the encomia of praise for this flick from viewers, assume once again the role of the turd in the punchbowl, as Lowell Weicker used to say, I am scratching my head at the sheer number of laudatory comments. ""The African Queen"" this ain't. The period flavor is wonderful, yes. The acting is fine, but no actor no matter how great can bring life to the seemingly endless stream of perfectly tedious and insignificant party and dinner table conversation here, and I care not how much of it is taken from Joyce's text. Imagine spending an hour and a half as a fly on the wall at a Christmas dinner of a not particularly interesting group of people (it's not clear to me that it's a family, as one person suggested), having to listen to their mundane table talk, and you have the essential experience of this movie. Absolutely nothing happens. And nothing important is said, but it is said at interminable length. As I said, the popularity of this movie is a mystery to me. Speaking of mysteries, watch a good one rather than this.",0
9706,"""MirrorMask"" was a terribly disappointing film for me. I had expected much from a Jim Henson production and had found favourable reviews comparing it to ""The Labyrinth"" and ""Alice In Wonderland"". Unfortunately, the film ended up in one of those ""style over substance"" pile of movies.<br /><br />Whereas most kids dream about running away from home to join a circus, Helena is a kid who has grown up in a circus (child labour, anyone?) who wishes to run away to join Real Life. Helena wishes that her mother drop dead, which is a bad move for a spoiled brat with a princess complex in a kid's fantasy movie. Next thing you know, Helena's mother flops over, and for some reason, she is suddenly transported to another world.<br /><br />Meanwhile, I felt as if I was transported to the Museum of Contemporary Art with a pair of foggy sepia-tinted glasses.<br /><br />The showcase of CGI-generated creatures and backdrop was interesting at first, and I liked the Orbiting Giants. It got a little too tiresome after a few minutes though, and I felt my mind wandering ...<br /><br />With no sense of narrative and MTV-style clips and soundtrack (the sphinxes reminded me of Basement Jaxx's ""Where's Your Head At""), I did not feel involved in the plight of the protagonist and also frustrated, as we waited for the film to lead us wherever it wanted, hopefully towards the ""Exit"" signs of the theatre ...",0
10093,"Not even the Beatles could write songs everyone liked, and although Walter Hill is no mop-top he's second to none when it comes to thought provoking action movies. The nineties came and social platforms were changing in music and film, the emergence of the Rapper turned movie star was in full swing, the acting took a back seat to each man's overpowering regional accent and transparent acting. This was one of the many ice-t movies i saw as a kid and loved, only to watch them later and cringe. Bill Paxton and William Sadler are firemen with basic lives until a burning building tenant about to go up in flames hands over a map with gold implications. I hand it to Walter for quickly and neatly setting up the main characters and location. But i fault everyone involved for turning out Lame-o performances. Ice-t and cube must have been red hot at this time, and while I've enjoyed both their careers as rappers, in my opinion they fell flat in this movie. It's about ninety minutes of one guy ridiculously turning his back on the other guy to the point you find yourself locked in multiple states of disbelief. Now this is a movie, its not a documentary so i wont waste my time recounting all the stupid plot twists in this movie, but there were many, and they led nowhere. I got the feeling watching this that everyone on set was sord of confused and just playing things off the cuff. There are two things i still enjoy about it, one involves a scene with a needle and the other is Sadler's huge 45 pistol. Bottom line this movie is like domino's pizza. Yeah ill eat it if I'm hungry and i don't feel like cooking, But I'm well aware it tastes like crap. 3 stars, meh.",0
6424,"The ABC gears up it's repertory company for another unrealistic representation of rural Australia. Yes folks, it's all there Baca Bourke (Jeremy Sims,an actor of little talent) Fire hero , Lill (Libby Tanner plays Bronwyn Craig in the bush), Fifi (Nadia Townsend) town slut, preggers by Baca's brother Joe (I think). Then there's Uncle Geoff the, Big Daddy of Lost Springs. Uncle Geoff's scenes are like Tennessee Williams on speed. Only saving grace is Russian actress Natalia Novikova as Baca's loony missus. She is great. I can't understand why John Waters took the gig as Lilly's psychologist husband. Must have needed the money I expect! Still, he won't last long as Lill and Baca will be having it off toute suit. Just watch this lemon to see how bad an Aussie show can be. Frankly, I'm ashamed.",0
10813,"Its perhaps unfair of me to comment on this film , because , for the first time ever , I switched off a movie because it was so bad. I can watch anything , but this movie was so very boring. I was bored before I put on the DVD and thought this might be a laughable action horror/ action movie to lighten the mood. It is not even that , it is a device which increases the level of boredom by the power of 100. Had to switch it off after 45 minutes because all that had happened in that time was some people had been scuba diving , and a big mole had been discovered. Seriously , this movie is not worth the time, even if you can enjoy a bad movie like i can , avoid this film like the plague.Worst thing I have seen in years.",0
3624,"Take a few dark and stormy nights, fog coming in from the coast, obsession and doubt, two brothers who have a mysterious connection based on hatred, a suspicious disappearance, a shoe in the night silently grinding out a glowing cigarette butt, and, finally, a tremulous heroine who finds herself threatened as much by her own doubts as by one -- but which one? -- of the men around her. Sounds like we might have a good 80 minute noir. Instead, under the direction of Vincente Minnelli and with two A-list leads, Katharine Hepburn and Robert Taylor, Undercurrent becomes a nearly two-hour matinée melodrama, a long slog of threatening angst amidst the perfectly groomed, coifed and dressed cast. When you glance at your watch half-way through a movie and with a sinking heart see that you have another hour to go, both you and the movie probably have problems. <br /><br />Minnelli, in one of his earliest non-musical movies, doesn't lay on the rococo hothouse approach as heavily as he later was known to do. Still, what is basically a simple story of greed, murder and obsession is turned into an endless Katharine Hepburn vehicle. Hepburn shows us in carefully lit close-ups how to demonstrate fear, love, anxiety, giddiness, happiness, doubt, suspicion and terror. Robert Taylor is more or less along for the ride. <br /><br />Hepburn starts the movie as the tomboyish Ann Hamilton, an energetic young woman in slacks who helps her father with his inventions. Their housekeeper is determined to get her married. When Dr. Hamilton decides to sell an important formula to Alan Garroway (Robert Taylor), it's love at first sight. Garroway is the smooth, handsome, dynamic inventor of the Garroway Distance Controller, which was vital in the war, and which has turned him into a hard-charging millionaire manufacturer. He's a captain of industry, as one of his many Washington friends says. Ann Hamilton, now Ann Garroway, may still be a bit of the tomboy, but her husband shows her how to dress and how to be a successful social hostess for all those Congressmen and judges her husband knows. She learns fast and eagerly. They both are obviously and blissfully in love. <br /><br />But wait. The canker is about to gnaw. Ann realizes she knows nothing about her husband's family. None of his employees or friends seem inclined to talk about them to her. When she learns bit by bit that Alan's mother died in the old family home in Middleburg while seated at the piano, or that he has a brother, Michael, who has disappeared, Alan becomes very quiet...and sometimes goes into a rage. He always apologizes. But wait once more. Did his mother really play the piano? Didn't she really die in bed? Wasn't Michael caught taking money from the family firm and Alan sent him away? All this plays out against the exquisite hotel suites, the manicured country home in Middleburg with the horse stable and the tasteful ranch house by the sea. Everyone in the movie except employees are dressed to the nines. There are exclusive cocktail parties and intimate dinners for twenty. Even in a black- and-white movie, Minnelli can't help but give us dining tables filled with crystal and china, tasteful and elegant furniture and lots of gowns. <br /><br />By the end of the movie, when all is finally known, when Ann on horseback is chased along a high, extremely well-designed mountain trail by the bad guy on another horse, when she is threatened with death by boulder and her pursuer finally meets death by horse, it's a relief. Even Robert Mitchum, who plays Michael, is unable to bring much tension to the movie. What might have been in lesser hands a taut little B-movie, instead with the A list is just an overwrought melodrama, too big for its bones.",0
8005,"Franco Nero stars as Cole a ninja who comes to the rescue of his war buddy Frank Landers (Alex Courtney) and his fetching wife (Susan George) to protect them from a mobster (Christopher George) who wants the land. Things get even more complicated when the mobster hires Cole's old nemesis (Sho Kosugi) who is also a ninja. Inept martial arts actioner, while having better production values then most ninja movies, fails to inject any life into the surroundings, or for that matter actionscenes. A poor effort all around.",0
5649,"Slayer starts in the South American rain forest where Captain Hawk (Casper Van Dien) & his men are attacked by a bunch of Vampires, they barely manage to escape with their lives. Jump forward six months later & Hawk is called to see Colonel Weaver (Lynda Carter) who informs him there has been other reported sightings of Vampires & that his ex-wife & her Goddaughter Dr. Laurie Williams (Jennifer O'Dell) has gone out there on an expedition to study beetles, worried she ask's Hawk to take a squad of soldiers back to South America & officially provide back up to Captain Grieves (Kevin Grevioux) & his men while at the same time unofficially look for Laurie & not get killed by the Vampires who have decided to venture out of the caves & into the civilised World...<br /><br />Edited, written & directed by Kevin VanHook this is yet another poorly made Sci-Fi Channel original which just isn't very good in any respect. The humourless script has nothing going for it as far as I could see, it's one of those modern Vampire films which decides to pick & choose the 'traditional' Vampire film lore rules it wants to use like these Vampires can be killed with stakes through the heart & have fangs but at the same time can freely walk around in sunlight & they don't sleep in coffins. The film moves along at a reasonable pace but it's all very dull, bland & lifeless. The story is poor & just rather stupid, the character's are terrible, the dialogue is forgettable & there's very little here to recommend. Slayer also tries to have some sort of ecological message as the head Vampire claims they are only starting to kill human beings because of their systematic destruction of the rain forest where they have lived in secret for centuries, unfortunately there's no conviction there & is more like a throwaway line to fill the time than a serious statement. There isn't enough exploitation content & is a rather unsatisfying way to spend 90 minutes of your time. The makers don't even do anything with the jungle setting, hell I didn't expect Predator (1987) but I hoped for a bit more than this.<br /><br />Director VanHook has made several horror films all of which I have seen have been equally poor, I'm sorry but he does nothing here & turns in a throughly forgettable looking & feeling film. There's no atmosphere or tension & as for genuine scares forget about it. The gore is restrained, there are some bitten necks & a bit of spraying blood but it's nothing we haven't seen before or has much impact. There's also a huge Vampire monster creature at the end but it doesn't look that impressive & it gets itself killed far too easily.<br /><br />With a supposed budget of about $2,000,000 this actually had a decent sized amount of money spent on it but it's still a rubbish film, it's reasonably well made but nothing special or memorable. The acting sucks, I'm sorry but that's the way I saw it.<br /><br />Slayer is yet another poor, stupid & boring made-for-TV Sci-Fi Channel rubbish that I simply can't recommend. Not to be confused with the rather fine one time British 'Video Nasty' gore film The Slayer (1982) which is 100 times better than this so track that down & watch that instead.",0
12294,"""Ashes of Time"" was an audacious project but ended up being a pretentious movie. This film is a good example of how to tell a simple story in a complex manner. The plot of ""Ashes of Time"" is fairly simple and comes down to two words: ""love triangle"". Because of those ""love triangles"" crossing stories, jealousy, hate and love are the main dynamics displayed by the characters. The narrative part is seen through Ou-yang Feng's eyes (Leslie Cheung). Ou-yang Feng lives in the desert, where he acts as middleman to various swordsmen and becomes the tool of Destiny through which vengeance is achieved. Unfortunately ""Ashes of Time"" fails in telling these simple stories of love and hate. Wong Kar-wai lost himself driven by a desire to make each frame of the film a painting and an aesthetic experience. In fact beside the casting of beautiful actors (men and women) everything else is a failure in this movie. Dialogs are minimalists and not original at all. Picture's quality is very much unequal, the editing is one of the worst ever seen (at least by me) in the ""swordplay"" genre and finally the filming of the rare sword fight is very confusing and unappealing. Even the attempt of building artistic scenes is not always achieved: the so call erotic ""women on a horse"" scene is ridiculous, not erotic and useless. Wong Kar-wai wanted to deliver 100 minutes of pure aesthetic experience and forgot that a film is first about how a plot is told. By forgetting that he delivers an awkward movie that doesn't even fulfill its artistic objective.",0
1034,"I'm a big fan of the ""Vacation"" franchise, and I love Randy Quaid as Cousin Eddie, and at least a couple of the behind-the-scenes names were involved in this project (most notably Matty Simmons, who produced or executive-produced all 4 of the theatrical releases, as well as ""Animal House""). For those reasons I figured this made-for-TV spin off might be worth checking out, even without Chevy Chase.<br /><br />For the record, I did not expect it to be very good; I just thought it might be a slightly amusing diversion. Therefore, my high level of disappointment goes to prove just how bad this utter turd of a movie really was. It was mind-numbingly, jaw-droppingly, heart-stoppingly, head-explodingly terrible. Yet, somehow, I could not stop watching it. It's a sickness I have; I can't seem to walk out on a film or give up on a TV show before it ends. Nothing has ever made me want two hours of my life back more than this movie.",0
3588,"Bill Rebane's ""The Capture of Bigfoot"" is one of the most awful horror movies ever made.A greedy sawmill owner Harvey Olsen(Richard Kennedy)decides that he wants Bigfoot captured at all costs.However local game ranger Dave Garrett(Stafford Morgan)learns that the Bigfoot used to live in peace upset by a geological expedition,and sets out to protect the creature.There is nothing even remotely interesting in this piece of crap.The film is extremely dull and filled with horrible songs and cheap special effects.No gore,no suspense-just gigantic boredom.Avoid this horrible junk like the plague.",0
3081,"I give this piece of Hollywood trash 1 out 10! Seriously! I mean, I like comedy as much as the next guy. I also can take just plain stupid comedy and actually sit back and laugh with it. But this film had nothing to laugh at OR with.<br /><br />I like nearly all of the actors in this film. So I thought I'd overlook what many people told me about it (my fault for not listening). I was just mortified at how stupid this script was! Just ridiculous and not even in a funny way. The only funny scenes were in the previews that everyone saw in the theater when seeing other movies or on TV. I was very disappointed and I really would like to know why these otherwise relatively good actors would read this script and then still sign up to be in it! Bad decision on their parts...<br /><br />*********************MAJOR SPOILER************************<br /><br />Okay - here's my biggest question on this film.......If the characters are looking back on this story of Jewel (Liv Tyler) after the fact....then how can Paul Reiser have gone to a therapist remembering the past!?!?!?!? He dies in the last scene by being crushed by the dumpster!!!! Can anyone answer me that?!?!?!?!? Major goof on the part of the film makers.....Nobody noticed this?!?!?!?!?!?!",0
490,"36/100. This is not to be confused with the decent Arachnophobia, this film is a very low budget and cheap rip-off of that movie. This one is so bad, it actually does have some entertainment value on that level. There are numerous unintended (I think) laugh out loud scenes. I wasn't expecting much from the film, and it was actually worse than I had imagined it would be.<br /><br />It's a cliché ridden and predictable direct to video mess. Fortunately, it doesn't take itself too seriously. The acting, as expected, is not quite Oscar caliber. The special effects are poor, worse than I would have thought they would be. Poorly edited and the score is intrusive.",0
7831,"Having watched all of the Star Trek TV series episodes many times each since the 1960s, most being quite good to superb, and only very few being mediocre, my opinion is that this one is the worst of all.<br /><br />In fact, I think it's so poorly executed as to be an embarrassment to the series. It's not that the story is so bad, although it's not particularly outstanding in any way, but the acting is just abysmal on the part of the two lead characters, meaning those other than the regulars in this case. Barbara Anderson gives her weakest performance ever as the daughter of a mass killer, and who is on a mission of a sort. She practically calls in the role from a phone, and shows no real emotive abilities here. Although usually she's never used as more than a pretty face in most of her film/TV roles,usually small parts, she has done much better.<br /><br />Arnold Moss as her father gives new meaning to the term 'Ham' and is the only actor ever on a 1960s Star Trek episode that outdid William Shatner in this area, and actually makes Shatner look superb by comparison. And he gets to play a Shakespearian actor no less, which gives him more impetus to overact, and he does so.<br /><br />Other than these two leads being so weak, the story is such that anybody with any sense at all can tell who the killer is within the first 15 minutes. I say this because I told my brother the whole plot ending at the first commercial break when we were watching the original 1966 broadcast as pre-teens. His reply was, Yeah, you're right.<br /><br />Skip this one and watch the much superior Menagerie episodes which were originally televised right before.",0
6261,"Yeeee-Haa! <br /><br />I have seen it argued that most American Movies are cowboy movies in disguise; that Hollywood is so in love with it's only truly original creation that it keeps reinventing the cowboy myth. I'm not sure I totally buy that argument but Slipstream is evidence in support of the theory; it's a cowboy movie with aeroplanes. <br /><br />Actually it goes one better than that. It's a Spagetti Western with aeroplanes! Substitute the planes with horses, make the android a priest and this movie would be indistinguishable from any one of a dozen Italian Spanish semi-arty ""shoot-'em-ups with pretensions"" of the Seventies.<br /><br />The film isn't as BAD as I had been lead to believe by some of the reviews I had read here but it certainly wasn't good.",0
1518,"Not since ""8 Heads in a Duffel Bag"" and the ""How High"" previews<br /><br />have I laughed so little at something that the film makers thought<br /><br />would be hysterical.<br /><br />Jerry Lewis is the richest man in the world. He is rejected as 4-F<br /><br />by the army, and decides to use his money to raise his own army-<br /><br />of about half a dozen. He then impersonates a Nazi commander in<br /><br />Italy, and eventually tries to kill Hitler. That is the description of the<br /><br />flimsy plot.<br /><br />This film is as funny as a heart attack. This film makes ""Hogan's<br /><br />Heroes"" look like Shakespeare. If the money men of ""The<br /><br />Producers"" had really wanted to lose their cash, they should have<br /><br />shown this film. I cannot stress how bad this thing is.<br /><br />Lewis' direction consists of two different cameras shooting the<br /><br />action from two different angles, then being edited together. This<br /><br />sitcom type of direction works on television, but here it is an<br /><br />obvious attempt to cheat the audience. He ends most of his<br /><br />scenes with a still shot, as if giving the viewer a chance to double<br /><br />over in stitches before going to the next tired set up. I spent most of<br /><br />the movie doubled over in abdominal agony, accompanied with<br /><br />severe flatulence, over this thing.<br /><br />Lewis, the director and producer, sets the film in 1943, but makes<br /><br />no attempt to use period costumes or sets. Everyone wears the<br /><br />latest style and has the latest interior design...for 1970. The<br /><br />supporting cast is lost as Lewis goes off on his patented tangents,<br /><br />which last as long as major surgery and are just as painful to<br /><br />watch. When Lewis becomes the Nazi commander, he spends the<br /><br />last half of the film screaming at the top of his lungs in a<br /><br />performance so odious as to stink up any good will you try to bring<br /><br />in at the beginning.<br /><br />The final embarassing shot has Lewis and his cronies trying to<br /><br />put one over on the Japanese. They wear buck teeth, squint their<br /><br />eyes, and talk in a ""funny"" accent. It may be one of the most<br /><br />blatantly racist occurrences since the internment camps. I was<br /><br />slack jawed at what Lewis did through this whole thing, but that put<br /><br />me over the edge. Watch for Kaye Ballard's very tasteless scene<br /><br />where she tries to attempt suicide over and over again.<br /><br />""Star Trek""'s George Takei has two small scenes, then wisely<br /><br />drops out of the picture. This has less laughs than Mel Brooks' last<br /><br />three films combined. There is nothing sadder than watching a<br /><br />formerly respected comedian screw up a project so horribly, you<br /><br />actually feel ashamed for them. Jim Carrey learned that with ""The<br /><br />Majestic,"" but Jerry Lewis still shows up on television once in a<br /><br />while pulling the same unfunny schtick. I feel sorry for him.<br /><br />""Which Way to the Front?"" is cheap, unfunny, offensive, and stupid.<br /><br />I feel bad for everyone involved, and anyone who must endure this.<br /><br />I do not recommend it.<br /><br />Though rated (G), this contains some physical violence, some gun<br /><br />violence, and some adult situations. If your child shows interest in<br /><br />seeing this, please consult professional help.<br /><br />",0
222,"This film is about the complicated friendship, romance and deceit between two men and two women during the World War II.<br /><br />A lot of effort has been put to make ""The Edge of Love""look the right period. However, I find this effort too excessive, particularly in terms of the tone of the colours. Most of the first half of the film is processed so much to have a strong bluish tone. It's hard to make out who's who in this tone.<br /><br />Another detrimental point is the fancy use of image splitting lens. There are many scenes that have three or four images of the same thing, such as three Keira Knightley smiling face or four pairs of arms in embrace. That simply makes the film confusing and hard to follow, instead of being artistic.<br /><br />As for the plot, it is plain boring. The way the story unfolds is not engaging at all. Sienna Miller's unstable character is annoying. In fact all the main characters are annoying and unlikeable. Keira Knightley's accent is impossible to understand, making it a further impediment to understanding the plot.<br /><br />I strongly advise avoiding ""The Edge of Love"", unless you watch a film only to appreciate great costumes, nice sets and lighting.",0
10085,"So tell me - what serious boozer drinks Budweiser? How many suicidally-obsessed drinkers house a fully stocked and barely touched range of drinks in their lonely motel room that a millionaire playboy's bachelor-pad bar would be proud to boast? And what kind of an alcoholic tends to drink with the bottle held about 8 inches from his hungry mouth so that the contents generally spill all over his face? Not to mention wasting good whisky by dousing your girlfriend's tits with it, just so the cinema audience can get a good eyeful of Elisabeth Shue's assets.<br /><br />Cage seems to be portraying the most attention-seeking look-at-me alcoholic ever to have graced the screen while Shue looks more like a Berkely preppy slumming it for a summer than some seasoned street-walker. She is humiliated and subjugated as often as possible in this revolting movie with beatings, skin lacerations, anal rape and graphic verbal abuse - all of it completely implausible and included apparently only to convey a sense of her horribly demeaned state and offer the male viewers an astonishingly clichéd sentimental sexual fantasy of the 'tart-with-a-heart'.<br /><br />Still - I did watch it to the end, by which time I was actually laughing out loud as Shue's tough street hooker chopped carrots in the kitchen wanly, pathetically smiling while Cage - all eyes popping and shaking like like a man operating a road drill in an earthquake - grimaced and mugged his way through the final half-hour...",0
6282,"This puddle of derivative drivel stole from every Soviet film of note and failed miserably. I was left with an experience of everything that is wrong with organized religion in general and the Russian Orthodox Church's particular shortcomings (mind you this comment comes from a person of faith). Even the outstanding cinematography left me uninspired. I spent its most beautiful moments very aware of the masterworks that it was poorly imitating. I would not recommend seeing this movie unless you have a deep passion for the Russian Orthodox Church, its monastic traditions, miracles in the face of Communism, and Saints of the Seventies. It is a meaningless film from (and about) a narrow perspective that did absolutely nothing for me.",0
10138,"Hulk Hogan stars as a champion wrestler (A real acting stretch...) named Rip, who is forced to defend his honor, his title and his girlfriend from a greedy corporation that wanted him to sign for their network (Because wrestling sells!) however when Rip declines, the network gets a circuit fighting championship called (and i'm totally serious) ""Battle of the tough guys"" who's champion Zeus (Played by Tiny Lister Jr) maybe the deadliest man alive. Rip refuses to fight, until his brother is attacked and put in a hospital. No Holds Barred is pretty much what I expected from Vince McMahon production starring the least versatile actor in the action genre (Hogan) it is basically lots of unintentional humor, tons of awkward sequences, a couple okay action sequences and tons of stupidity. In other words it's not unlike wrestling itself, so I give it a fair rating mainly because anyone renting this knows what they're getting. The movie is cheap but well made enough for what it is and really wrestling fans will probably enjoy this. I myself found this to be ultimately hilarious. They're are moments of such absurdity that you only chuckle to yourself. (Such as the way Hogan jumps 20 feet in the air after being stuck in a limo, how he forces a guy to crap himself and of course the way Hogan recites from his cuecard. (I.E:""I'm not going to be around when this check clears!"") No Holds Barred is a lot of fun, true, though it's mainly because of how ridiculous it is. Fans of camp should really enjoy this clever clinker.<br /><br />* * out of 4-(Fair)",0
9696,By 1971 it was becoming more and more obvious that Hammer film studios were on the way out . HANDS OF THE RIPPER is a case in point where even the idea smacks of desperation - The spirit of Jack The Ripper posses his own daughter ! Yeah okay no one was expecting a documentary but this plot seems to be scraping the bottom of the barrel for stupid premise and you do find yourself questioning why on earth the producers brought Jack The Ripper into the story . Was this to give the movie a snappy title ? <br /><br />The production values are unimpressive and the cinematography gives the whole movie a cheap TVM feel but you know you're not going to be watching a classic Hammer horror as soon as the title starts because the music is laughably inappropriate . I think the composer was trying to make the theme tune haunting and touching but the music resembles something out of a soppy romantic movie . I will give the cast some credit as they do take their roles seriously in what's a far from serious movie <br /><br />I didn't enjoy this film much and it instantly reminded me of the Phantom Raspberry Blower Of London Town from The Two Ronnies which I'd been laughing at in the weeks before I saw this,0
